item_id,title,current_tags,suggested_add_tags,suggested_folder,suggested_correspondent,confidence,reason,source_query
5DcUAEUzBAW-CN1SN5J7hyL-bDJrRxuxLSb-7g2LXVWTBho,reflections.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
EKW7HwU42fj-sfDBoas8ryT-Ws3wTaLqMS1-L3xSrDAxAVQ,regulatory-framework-of-financial-institutions.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5CgNjbFWBpL-yQhyKGVrfVW-J1vD6U7jtWY-iHm1dafSJ3g,Reinhart-Rogoff-This-Time-is-Different.pdf,,contract;insurance;telecom,,A1,0.85,matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; inbox:yes"
CLCGrb36fRs-M2NBD4CcC57-NDZvDFsc1Sa-PgJEHKdJQGk,Rickards_Currency_Wars.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
FG7NweW9duq-Nigxt6kYwSy-kFyJtfWRwbo-Lznz2Eezisp,Risk and Crisis Communication.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5wFNpwAxkKP-scKNPg6SuVF-FdGfEBXVCLj-uMvkYPofNqQ,Risk Management Made Easy.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
DA3pyi8fUZa-aLg9BFhWz2a-zhMUFFWh7MJ-Vvy7xHhwW6b,Romer-D-Advanced-Macroeconomics-3rd-2006-Edittion.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
CMDa3EeocN4-7vYXdRQnPqa-wcg9kgPGciK-oacUq5QMy1G,ROOT.docx,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
5jL34qtqJep-MGjL8smzLTZ-K1pyzFUrNSc-fewiCB8nxCU,rootofevil.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2bAnBYnif6t-DZj6kY61jEg-h1o3tJUjiQd-McThJsZ5FxJ,Rothbard - History of Money and Banking in the United States (2002).pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8W4HYLJnFQL-ozCaqYrojRu-VauwE7E7iqR-rW7qFNndg81,Rothbard_Americas Great Depresion.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5hCFJEFGuzj-Dfai45UHuha-gUNgNG6yFrK-c6qR9uofax1,salerno5.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6FjbBHhsVdV-pyfqbtHS83R-LduFSKaoBPM-3U3kT2LiDkw,Santow - Do They Walk on Water; Federal Reserve Chairmen and the Fed (2009).pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
EebYT3pPWa9-wgXmnFcKEYc-6HPmuEY6oeg-nNx16yTQ5xU,Savvy Performance Management.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
2aZYSW9RkgS-ujUMqTSoChH-ups1guuaYj1-scmHdpLSiFJ,Says law_MR.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
P6qoizqvrci-p2U69EGr5DP-Ksfn3xf9KXb-DQDphuViTR,Setting an Agenda.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
FSQsvKksLbP-TafdLjS4e5h-3DeyeKu9DLs-M7rRBtxDBUu,Seven_Bad_Ideas_-_Jeff_Madrick.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8MZnjHRsTeQ-geo48kukXhW-ACxkDpV6tC6-r165fQBY6zW,Shaxson - Treasure Islands; Uncovering the Damage of Offshore Banking and Tax Havens (2011).pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CpQRSnZuYwq-hHTZnbpEZ8F-62q2hx8xC2e-3aMYsnopDe,Short history of paper money and banking.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
aPJpAknLUkY-PZnj2NQnz8k-udUQAZFhaYK-9h22cpUaRi,Shull - The Fourth Branch; the Federal Reserve's Unlikely Rise to Power (2005).pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
7wSjjKUUB9M-WzThxGb2MQ2-37mRYVNe4Pj-2UPDZLpaxPL,simplified-principles-of-microeconomics.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
9jrFHtbLP2m-VczVB5DKYdW-gmmfqeSAwLA-DnGpkrTuXLn,Smith-Adam-The-Wealth-of-Nations-1776.pdf,,contract;insurance;receipt,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; inbox:yes"
9BPVd1bG4qL-diJdQS1tZ99-VwwHFVH6kzM-2QKyqm4QVfc,Social Security and Economic Globalization.pdf,,bank;banking;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched obvious Postbank signal,"!exist:folder; content:""A1""; content:""Postbank""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
GDkk68kSHRk-rwZkMhpiw4a-WiSTPu2w8FD-tAcmYuTR6Sp,socialism by LvMises.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
AkG8SCfCNfb-XAMdBnKCewk-iVtD79sLFXC-p1UbLPncnx1,socialism-tamedly.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4J4wg2LdUQ6-na8MqZGUia5-BQCnuXJzaFU-1MmED8i1UQa,society.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
AumP8JEVk6a-RKeuR7vShXp-wVcxgSQWyek-1uQbcZTWi15,Sombart_Jews and Modern Capitalsim.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
45d2MWS65Sf-3i6QjhAGacx-B7rTnPeHDtK-4wfHJLkj9B1,SovMonBeyResBan.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
3oyTf3Lv2mD-tYBVFJR2VVQ-vr9eoMaUQQc-Jmfy9pGGe3a,Sport Management.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
7YdCciAiLVN-KehVzCWYuHm-DHmtS4bGKp4-rtXmvSo9mCo,Sport Organisation and Administration.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
9CthLe6yZKj-3hQEVFEMRq2-eEwLVbjp5uV-tNLNvTg7hrY,"Sports Development, Law And Commercialization.pdf",,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
ErZ58tRvKMt-kz89WoHPfxC-An5xsuhWDtH-NFn8VxZTkHf,statistics-for-business-and-economics.pdf,,telecom,,A1,0.85,matched obvious A1 signal,"!exist:folder; content:""A1""; inbox:yes"
3GvjwgENuZ9-tN53KUDbNMJ-zsAdz13dH7d-oLvkgQp9hNc,Steinreich1.pdf,,bank;receipt,,,0.70,matched bank statement search; matched receipt/kasov search,"!exist:folder; content:""receipt""; content:""statement""; inbox:yes"
AnfyggNpJha-1jUrB2JCb6S-WvEnkEPczqd-fhWYR65eAzt,stockholm-school-of-economics.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
3W6EuYgLACR-LCmnkiPHFQq-XV6YbEJ4eC7-WxUp6xgAz1e,Strategic Debtor Management and Terms of Sale.pdf,,bank;insurance;invoice;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
GDUHp6hZhNa-q3qSkBHk6ss-KuZb9JLpqgP-QsddfogAxcJ,Strategic Management of Human Capital.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
fsbQ4gGv7DA-itJqpXbXwAK-Wc4UcTBr89K-Ub9pa6ofb4,Strategic Management.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
6Bx2UmjqZgo-AhAvKQVFKRv-9EAqKwWvN5n-HtguXCgRyVe,Strategic Procurement Management.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
ULpLAE5QBGp-CTV8pe8psDi-Jwwn5zL4VZN-ifEG5sxnwy,strategic-financial-management-exercise-book.pdf,,contract;insurance;receipt,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; inbox:yes"
55oihtiYX4w-A2AApFj7o8n-wg1resCxqmw-ER9f1hSWBze,strategic-financial-management.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BMfKEPHqsLc-rMf8iEGrKKR-dZEEvsWjito-psF1U7K9cjh,STRUCTURED FINANCE.doc,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9VvTBfPKwZp-w9oWMTMceJJ-DTpk2A7sh2P-vyrubDyqkx4,Structured-Finance-use-of-Spc.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
EfwBRmE1s27-aUH9oyGnVL5-izYTn6XsNDU-UmMX2aSrWme,Structured-Finance.pdf,,bank;banking;contract;insurance;invoice;receipt,,UniCredit,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious UniCredit signal; matched receipt/kasov search,"!exist:folder; content:""UniCredit""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Fbn8NtpPqHt-Ap58kmZ5Sdo-jVHbV2Djgu5-fmAy4QUTsR5,successful-time-management.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
ArsDgrHCnCL-hppTSKMMAB7-5jJGMNkhFNW-HM7Njky7s37,Supervisory Skills.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
5KnMm8UuWmb-KvzTNy76csE-8pYzFEH7RRJ-yXRuNyFXA8o,Technical Services in Facility Management.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
J2M4CsREnkU-ddYnNytxw6L-A6QEuDYvjK6-Kb7WmcjTkWj,tesi_tamburro.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
5ExjJUZpBZH-fEuZKp9TjYC-DXj6V3U4EAc-M6GLgNUoEp7,The  pillars of Italian Economy.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
52imRTByYkL-XwbsVsbfcie-ff1QR7YZhAQ-gwQpMczha3a,The Alternative Business Model.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
7wUjxiVTd3q-USmuJTemSsm-CHRygxoDzTk-JGnpewJamd1,"The American Monetary System An Insider's View of Financial Institutions, Markets and Monetary Polic.pdf",,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9w5PnWQmad8-ptHMZqtD9t8-3D5NL26xQsy-JDApspd6G4u,The Art of Problem Solving.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
F6X9RV2u2Bu-goyMvHaWHfD-VDFCdWJpRKy-Dujhn6zswac,"The Bullet Journal Method_ Track the Past, Order the Present, Design the Future.pdf",,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
4PtUaX6TocT-SpJiQPGnfYu-CbgyecHfPB1-VZGnCiC5Em3,The Capital Asset Pricing Model.pdf,,insurance;receipt,,,0.70,matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; inbox:yes"
az1fEyt7h12-XkLCMe6GWsw-Pm746ZxK3Qx-LR9gTKZKFo,The Causes of the Economic Crisis.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
B6gRgnpyzSP-qR6HWA9ciSf-ZWRMyfw361E-swd2N3HDhXP,The CEO’s Guide To GDPR Compliance.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
4HR5iQiiVYo-e6FQbWVa7Bp-AvaTXuqHcn6-6Ctv7ktcBQz,The Complete Guide to Home Carpentry _ Carpentry Skills & Projects for Homeowners (Black & Decker Home Improvement Library) ( PDFDrive ).pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
FeBEs3AC8g7-MoqgLnA7my2-5JTvBV3uYBr-WzMJrMC5F2a,The Consequences of the Global Financial Crisis.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
osRZFZMcba3-FDh6s4giCRD-AZEbVqnqBBn-eyCRne9x35,The economics of illusion.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Ar6NctP5rNC-JE2yokoae7G-oKHTanvC7qc-CFd2H9fbmoh,The Economics of Illusion_2.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6eadFrSQnuR-eCdZ83KgQp4-KY6Qxv4PL2U-uc3isHtVXdg,"The Economics of Money, Banking & Financial Markets.pdf",,bank;banking;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched obvious UniCredit signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""UniCredit""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; content:""банка""; inbox:yes"
FymoxZ4JJrV-5GBRUoSYLt6-Y2zcbwvG2jr-abRUWQfdVP2,The Enigma of Money.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
3scxxxsdwob-hWsDHu4LxxL-NsUzV3Fm9wS-E1BsvzgZCSs,The Euro and International Financial Stability.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
H7s5XB5pMvm-W8G74coznQ1-hUWKgSN4h9K-HRL2p1EcJMe,The European Bank Restructuring during the Global Financial Crisis.pdf,,bank;banking;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched obvious Postbank signal,"!exist:folder; content:""A1""; content:""Postbank""; content:""contract""; content:""policy""; inbox:yes"
4aMFFEZadzL-nPms6feS2rW-bXKR73KAyXY-X89WSqN6U8m,The Experts Teach_ Change Management.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
49oNLsEKJdx-4oW5Zoj1HNU-WxodT47dKGa-APai698oVnZ,The Experts Teach_ Ethics at Work.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
BVr7xSFB1Us-Pg12wHW6Gvv-FuV3U1RizBo-YbW24CypKHP,The Experts Teach_ Managing People.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
CwDkjkJRCv9-9pfZ1JeFziu-pTRPRymV4TJ-dRTXTApGtZv,The Experts Teach_ Managing Performance.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
CELrSnEjcTf-oDTDp5XdrZb-vBy9LtzLhuC-2DcVNVNfnJ6,"The Financial Crisis and Federal Reserve Policy, 2nd edition.pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
HkduWzeKqTY-vbsk5uPZFk7-51ZHAFmCxHJ-iMhMYuC9cKg,The Financial Crisis of Our Time.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CnkJgphQbF4-qB1PTRRwap7-hFNRHVoYM4X-ctSaSQe7GH6,The Financial Matematics of Market Liquidity.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
EzZ9rXLjVye-1FpbJLV7BTa-XAspvqDdsYW-pVHJoP88bBd,The Global Crisis of 2008 and Keynes's General Theory.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6H8e6qtzWhz-9T9RhLnihQv-By8TzdkvT4e-VCGp1ghJnky,The Great Debt Transformation.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
9bCqBzyE35E-4QebTbcNbvb-wTrfnZPcTXu-JvxPerhS5Gh,The IMF and Global Financial Crises Phoenix Rising.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
HhpKHPKcvy8-MuPdQqMzCNN-C7LKszfsTuC-gubMW3hY11A,The Impact of IFRS on Industry.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
E2M8tCG9pJA-yV4m7fjMSZ3-cJmZ1WXckBw-XfU1DcgJLK4,The Impact of International Trade and FDI on Economic Growth and Technological Change.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
2FhaC94z3DH-ASb6yjZo2CD-eWNGjhhManJ-DGim6h373Gu,"The Macro Economy Today, 13 edition.pdf",,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8iGpHCYnooj-WJkwiJJKYbN-o75CDtXempd-DHFQhGWYJEQ,The Magic of Banking and the Coming Colapse.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
4pqTFeeMsZg-9d8YpvJguWM-mQevQk4aJCP-Jweh2g3sWbq,The Menace of the Herd.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2iEBAywnvLc-PVNMz6ovvhi-X6prMcg14V1-aGNWMyb2NCT,The Oxford Handbook of the economics of central banking_2.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
91V8pWkdtit-pwgktBmg3cQ-uvWNTqh8b8k-dsJaKKy97VD,The Oxford Handbook_1.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
57xYND3mYrR-yb6GUBgdyBV-ZGJho46FbzP-GfEiAhLdVcc,The paradox of exchange.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
BWBMUxkWBE7-C4PkPnQZkpk-cC3bmyvEiCR-3dgDRMiN8h6,The People side of Project Management.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
G74nceATpa1-B5WzWHynLrt-acLzhNSnyPj-HVvansdDtYb,The Performance Management Journey.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
5pSwGwqq2qP-V33BXHxszcm-CPySHMYYTDk-jyL2wPngM7H,The Pocketbook of Economic Indicators (portfoliocrafter.com).pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
4mkgid5Fykv-HyPXBzn3Zaw-dYT9ZYWG8pU-r1HpvMR8zH3,The Political Economy Of the US Monetary Policy.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
77BtTsK9q15-sKG18wdqvtp-4kikr2iG7wQ-3Q8RcEstj1F,The politics of monetary policy.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
CMXYW76rg9c-GpykTU9Pzns-3RQghE4M121-zGGPbXynZBN,The Practical Guide to Project Management.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
EML8jNrJ3nD-xnuvNiX5K8s-ZW2nagJVG1Q-LixED23b727,The Princeton Encyclopedia of the World Economy 1.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
5ottbUPXvG9-Vy1XmG94xrJ-GZfg7yKAAUP-hjDdNFNZZ3e,The Princeton Encyclopedia of the World Economy 2.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
